ID_Produto,Nome_Produto,Valor,Moeda
PRD000450,Titulo de Capitalizacao 0450,"R$ 17,222.15",BRL
PRD000451,Conta Digital 0451,"R$ 24,415.23",BRL
PRD000452,Cartao de Credito 0452,"$ 6,451.92",USD
PRD000453,Emprestimo Pessoal 0453,"R$ 3,920.98",BRL
PRD000454,Financiamento 0454,"R$ 15,877.98",BRL
PRD000455,Seguro 0455,"R$ 14,489.75",BRL
PRD000456,CDB 0456,"$ 7,360.65",USD
PRD000457,Fundo de Investimento 0457,"R$ 22,950.99",BRL
PRD000458,Cambio 0458,"R$ 13,152.22",BRL
PRD000459,Previdencia 0459,"R$ 15,050.03",BRL
PRD000460,Titulo de Capitalizacao 0460,"$ 7,234.30",USD
PRD000461,Conta Digital 0461,"R$ 16,505.69",BRL
PRD000462,Cartao de Credito 0462,"R$ 2,917.75",BRL
PRD000463,Emprestimo Pessoal 0463,"R$ 8,024.46",BRL
PRD000464,Financiamento 0464,"$ 1,982.45",USD
PRD000465,Seguro 0465,"R$ 18,965.03",BRL
PRD000466,CDB 0466,"R$ 14,108.51",BRL
PRD000467,Fundo de Investimento 0467,"R$ 8,931.03",BRL
PRD000468,Cambio 0468,"$ 4,611.51",USD
PRD000469,Previdencia 0469,"R$ 24,562.87",BRL
PRD000470,Titulo de Capitalizacao 0470,"R$ 22,631.73",BRL
PRD000471,Conta Digital 0471,"R$ 14,202.86",BRL
PRD000472,Cartao de Credito 0472,"$ 4,086.56",USD
PRD000473,Emprestimo Pessoal 0473,"R$ 23,583.10",BRL
PRD000474,Financiamento 0474,"R$ 7,798.06",BRL
PRD000475,Seguro 0475,"R$ 16,280.29",BRL
PRD000476,CDB 0476,"$ 3,423.01",USD
PRD000477,Fundo de Investimento 0477,"R$ 14,594.42",BRL
PRD000478,Cambio 0478,"R$ 7,855.49",BRL
PRD000479,Previdencia 0479,"R$ 2,414.94",BRL
PRD000480,Titulo de Capitalizacao 0480,"$ 4,152.45",USD
PRD000481,Conta Digital 0481,"R$ 18,719.63",BRL
PRD000482,Cartao de Credito 0482,"R$ 21,620.13",BRL
PRD000483,Emprestimo Pessoal 0483,"R$ 18,449.79",BRL
PRD000484,Financiamento 0484,"$ 7,267.80",USD
PRD000485,Seguro 0485,"R$ 23,764.99",BRL
PRD000486,CDB 0486,"R$ 15,375.18",BRL
PRD000487,Fundo de Investimento 0487,"R$ 21,535.85",BRL
PRD000488,Cambio 0488,"$ 6,457.14",USD
PRD000489,Previdencia 0489,"R$ 23,705.00",BRL
PRD000490,Titulo de Capitalizacao 0490,"R$ 8,660.16",BRL
PRD000491,Conta Digital 0491,"R$ 4,279.32",BRL
PRD000492,Cartao de Credito 0492,$ 924.72,USD
PRD000493,Emprestimo Pessoal 0493,"R$ 17,830.77",BRL
PRD000494,Financiamento 0494,"R$ 10,873.66",BRL
PRD000495,Seguro 0495,"R$ 13,601.18",BRL
PRD000496,CDB 0496,"$ 4,304.56",USD
PRD000497,Fundo de Investimento 0497,"R$ 17,848.76",BRL
PRD000498,Cambio 0498,"R$ 20,446.16",BRL
PRD000499,Previdencia 0499,"R$ 12,674.30",BRL
PRD000500,Titulo de Capitalizacao 0500,"$ 1,204.43",USD
PRD000501,Conta Digital 0501,"R$ 12,335.33",BRL
PRD000502,Cartao de Credito 0502,"R$ 2,889.78",BRL
PRD000503,Emprestimo Pessoal 0503,"R$ 12,877.60",BRL
PRD000504,Financiamento 0504,"$ 3,153.87",USD
PRD000505,Seguro 0505,"R$ 6,460.37",BRL
PRD000506,CDB 0506,"R$ 21,417.81",BRL
PRD000507,Fundo de Investimento 0507,"R$ 14,044.71",BRL
PRD000508,Cambio 0508,"$ 4,624.68",USD
PRD000509,Previdencia 0509,"R$ 21,945.97",BRL
PRD000510,Titulo de Capitalizacao 0510,"R$ 17,634.88",BRL
PRD000511,Conta Digital 0511,"R$ 15,779.22",BRL
PRD000512,Cartao de Credito 0512,"$ 5,189.79",USD
PRD000513,Emprestimo Pessoal 0513,"R$ 1,674.37",BRL
PRD000514,Financiamento 0514,"R$ 11,806.68",BRL
PRD000515,Seguro 0515,"R$ 5,535.02",BRL
PRD000516,CDB 0516,"$ 3,937.51",USD
PRD000517,Fundo de Investimento 0517,"R$ 15,270.01",BRL
PRD000518,Cambio 0518,"R$ 23,098.79",BRL
PRD000519,Previdencia 0519,"R$ 23,508.12",BRL
PRD000520,Titulo de Capitalizacao 0520,"$ 4,952.54",USD
PRD000521,Conta Digital 0521,"R$ 10,424.19",BRL
PRD000522,Cartao de Credito 0522,"R$ 19,098.66",BRL
PRD000523,Emprestimo Pessoal 0523,"R$ 7,627.38",BRL
PRD000524,Financiamento 0524,"$ 1,878.28",USD
PRD000525,Seguro 0525,"R$ 10,877.86",BRL
PRD000526,CDB 0526,"R$ 17,648.29",BRL
PRD000527,Fundo de Investimento 0527,"R$ 17,817.28",BRL
PRD000528,Cambio 0528,"$ 1,074.25",USD
PRD000529,Previdencia 0529,"R$ 11,531.50",BRL
PRD000530,Titulo de Capitalizacao 0530,"R$ 10,151.00",BRL
PRD000531,Conta Digital 0531,"R$ 3,265.02",BRL
PRD000532,Cartao de Credito 0532,"$ 6,120.46",USD
PRD000533,Emprestimo Pessoal 0533,"R$ 23,859.72",BRL
PRD000534,Financiamento 0534,"R$ 19,125.45",BRL
PRD000535,Seguro 0535,"R$ 11,524.74",BRL
PRD000536,CDB 0536,"$ 6,170.29",USD
PRD000537,Fundo de Investimento 0537,"R$ 5,258.83",BRL
PRD000538,Cambio 0538,"R$ 19,881.94",BRL
PRD000539,Previdencia 0539,"R$ 24,507.80",BRL
PRD000540,Titulo de Capitalizacao 0540,"$ 1,239.56",USD
PRD000541,Conta Digital 0541,"R$ 9,208.95",BRL
PRD000542,Cartao de Credito 0542,"R$ 17,223.88",BRL
PRD000543,Emprestimo Pessoal 0543,"R$ 6,876.72",BRL
PRD000544,Financiamento 0544,"$ 3,262.24",USD
PRD000545,Seguro 0545,"R$ 16,712.59",BRL
PRD000546,CDB 0546,"R$ 21,434.94",BRL
PRD000547,Fundo de Investimento 0547,"R$ 10,867.81",BRL
PRD000548,Cambio 0548,"$ 6,802.23",USD
PRD000549,Previdencia 0549,"R$ 23,460.15",BRL
PRD000550,Titulo de Capitalizacao 0550,"R$ 3,113.38",BRL
PRD000551,Conta Digital 0551,"R$ 18,367.89",BRL
PRD000552,Cartao de Credito 0552,"$ 4,536.36",USD
PRD000553,Emprestimo Pessoal 0553,"R$ 22,340.42",BRL
PRD000554,Financiamento 0554,"R$ 1,106.93",BRL
PRD000555,Seguro 0555,"R$ 6,037.15",BRL
PRD000556,CDB 0556,$ 49.51,USD
PRD000557,Fundo de Investimento 0557,"R$ 15,681.94",BRL
PRD000558,Cambio 0558,"R$ 23,646.25",BRL
PRD000559,Previdencia 0559,"R$ 22,833.63",BRL
PRD000560,Titulo de Capitalizacao 0560,$ 316.39,USD
PRD000561,Conta Digital 0561,"R$ 23,375.23",BRL
PRD000562,Cartao de Credito 0562,"R$ 17,531.05",BRL
PRD000563,Emprestimo Pessoal 0563,R$ 291.99,BRL
PRD000564,Financiamento 0564,"$ 4,463.49",USD
PRD000565,Seguro 0565,"R$ 24,237.01",BRL
PRD000566,CDB 0566,"R$ 8,032.24",BRL
PRD000567,Fundo de Investimento 0567,"R$ 17,176.20",BRL
PRD000568,Cambio 0568,"$ 6,239.39",USD
PRD000569,Previdencia 0569,"R$ 18,731.29",BRL
PRD000570,Titulo de Capitalizacao 0570,"R$ 6,588.45",BRL
PRD000571,Conta Digital 0571,"R$ 13,127.36",BRL
PRD000572,Cartao de Credito 0572,"$ 3,167.30",USD
PRD000573,Emprestimo Pessoal 0573,"R$ 20,820.10",BRL
PRD000574,Financiamento 0574,"R$ 10,672.71",BRL
PRD000575,Seguro 0575,"R$ 4,301.02",BRL
PRD000576,CDB 0576,"$ 5,838.56",USD
PRD000577,Fundo de Investimento 0577,"R$ 9,390.89",BRL
PRD000578,Cambio 0578,"R$ 19,082.04",BRL
PRD000579,Previdencia 0579,"R$ 4,861.27",BRL
PRD000580,Titulo de Capitalizacao 0580,"$ 2,310.84",USD
PRD000581,Conta Digital 0581,"R$ 21,229.92",BRL
PRD000582,Cartao de Credito 0582,"R$ 22,587.18",BRL
PRD000583,Emprestimo Pessoal 0583,"R$ 5,265.77",BRL
PRD000584,Financiamento 0584,"$ 4,593.31",USD
PRD000585,Seguro 0585,"R$ 19,117.41",BRL
PRD000586,CDB 0586,"R$ 4,488.40",BRL
PRD000587,Fundo de Investimento 0587,"R$ 6,649.47",BRL
PRD000588,Cambio 0588,"$ 6,110.28",USD
PRD000589,Previdencia 0589,"R$ 2,973.86",BRL
PRD000590,Titulo de Capitalizacao 0590,"R$ 2,083.72",BRL
PRD000591,Conta Digital 0591,"R$ 12,256.38",BRL
PRD000592,Cartao de Credito 0592,"$ 3,842.88",USD
PRD000593,Emprestimo Pessoal 0593,"R$ 2,073.83",BRL
PRD000594,Financiamento 0594,"R$ 16,324.71",BRL
PRD000595,Seguro 0595,"R$ 20,598.08",BRL
PRD000596,CDB 0596,$ 115.95,USD
PRD000597,Fundo de Investimento 0597,"R$ 9,492.12",BRL
PRD000598,Cambio 0598,"R$ 7,655.42",BRL
PRD000599,Previdencia 0599,"R$ 3,664.41",BRL
PRD000600,Titulo de Capitalizacao 0600,"$ 1,863.19",USD
PRD000601,Conta Digital 0601,"R$ 20,549.79",BRL
PRD000602,Cartao de Credito 0602,"R$ 13,215.97",BRL
PRD000603,Emprestimo Pessoal 0603,R$ 46.25,BRL
PRD000604,Financiamento 0604,"$ 6,669.20",USD
PRD000605,Seguro 0605,"R$ 15,065.39",BRL
PRD000606,CDB 0606,"R$ 21,637.60",BRL
PRD000607,Fundo de Investimento 0607,"R$ 10,395.54",BRL
PRD000608,Cambio 0608,"$ 6,905.98",USD
PRD000609,Previdencia 0609,"R$ 16,682.49",BRL
PRD000610,Titulo de Capitalizacao 0610,"R$ 19,523.09",BRL
PRD000611,Conta Digital 0611,"R$ 6,385.67",BRL
PRD000612,Cartao de Credito 0612,"$ 7,015.53",USD
PRD000613,Emprestimo Pessoal 0613,"R$ 3,565.85",BRL
PRD000614,Financiamento 0614,"R$ 16,171.41",BRL
PRD000615,Seguro 0615,"R$ 16,639.18",BRL
PRD000616,CDB 0616,"$ 1,298.82",USD
PRD000617,Fundo de Investimento 0617,"R$ 2,152.43",BRL
PRD000618,Cambio 0618,"R$ 22,083.58",BRL
PRD000619,Previdencia 0619,"R$ 15,871.72",BRL
PRD000620,Titulo de Capitalizacao 0620,"$ 6,238.61",USD
PRD000621,Conta Digital 0621,"R$ 1,396.57",BRL
PRD000622,Cartao de Credito 0622,"R$ 18,306.34",BRL
PRD000623,Emprestimo Pessoal 0623,"R$ 10,695.64",BRL
PRD000624,Financiamento 0624,"$ 7,479.94",USD
PRD000625,Seguro 0625,"R$ 24,005.25",BRL
PRD000626,CDB 0626,"R$ 17,729.35",BRL
PRD000627,Fundo de Investimento 0627,"R$ 17,871.04",BRL
PRD000628,Cambio 0628,"$ 2,029.40",USD
PRD000629,Previdencia 0629,"R$ 9,877.62",BRL
PRD000630,Titulo de Capitalizacao 0630,"R$ 23,217.50",BRL
PRD000631,Conta Digital 0631,"R$ 9,614.62",BRL
PRD000632,Cartao de Credito 0632,"$ 5,226.97",USD
PRD000633,Emprestimo Pessoal 0633,"R$ 24,063.85",BRL
PRD000634,Financiamento 0634,"R$ 15,720.18",BRL
PRD000635,Seguro 0635,"R$ 16,471.51",BRL
PRD000636,CDB 0636,"$ 2,487.76",USD
PRD000637,Fundo de Investimento 0637,"R$ 12,077.37",BRL
PRD000638,Cambio 0638,"R$ 8,083.09",BRL
PRD000639,Previdencia 0639,"R$ 6,278.94",BRL
PRD000640,Titulo de Capitalizacao 0640,"$ 1,963.61",USD
PRD000641,Conta Digital 0641,"R$ 24,374.63",BRL
PRD000642,Cartao de Credito 0642,"R$ 3,023.75",BRL
PRD000643,Emprestimo Pessoal 0643,"R$ 8,833.01",BRL
PRD000644,Financiamento 0644,"$ 5,036.69",USD
PRD000645,Seguro 0645,"R$ 5,131.57",BRL
PRD000646,CDB 0646,"R$ 21,243.94",BRL
PRD000647,Fundo de Investimento 0647,"R$ 15,056.87",BRL
PRD000648,Cambio 0648,"$ 3,875.71",USD
PRD000649,Previdencia 0649,"R$ 20,151.30",BRL
PRD000650,Titulo de Capitalizacao 0650,"R$ 20,274.72",BRL
PRD000651,Conta Digital 0651,"R$ 12,517.20",BRL
PRD000652,Cartao de Credito 0652,"$ 3,886.68",USD
PRD000653,Emprestimo Pessoal 0653,"R$ 23,659.49",BRL
PRD000654,Financiamento 0654,"R$ 10,417.90",BRL
PRD000655,Seguro 0655,"R$ 24,860.39",BRL
PRD000656,CDB 0656,"$ 2,666.38",USD
PRD000657,Fundo de Investimento 0657,"R$ 15,149.52",BRL
PRD000658,Cambio 0658,"R$ 14,971.01",BRL
PRD000659,Previdencia 0659,"R$ 15,720.03",BRL
PRD000660,Titulo de Capitalizacao 0660,"$ 5,723.48",USD
PRD000661,Conta Digital 0661,"R$ 19,827.99",BRL
PRD000662,Cartao de Credito 0662,"R$ 11,511.86",BRL
PRD000663,Emprestimo Pessoal 0663,"R$ 4,803.49",BRL
PRD000664,Financiamento 0664,"$ 1,913.04",USD
PRD000665,Seguro 0665,"R$ 7,952.50",BRL
PRD000666,CDB 0666,"R$ 15,429.67",BRL
PRD000667,Fundo de Investimento 0667,R$ 643.21,BRL
PRD000668,Cambio 0668,"$ 5,648.50",USD
PRD000669,Previdencia 0669,"R$ 24,871.88",BRL
PRD000670,Titulo de Capitalizacao 0670,"R$ 15,462.12",BRL
PRD000671,Conta Digital 0671,"R$ 6,839.98",BRL
PRD000672,Cartao de Credito 0672,"$ 3,448.03",USD
PRD000673,Emprestimo Pessoal 0673,"R$ 19,512.44",BRL
PRD000674,Financiamento 0674,"R$ 12,155.52",BRL
PRD000675,Seguro 0675,"R$ 20,993.71",BRL
PRD000676,CDB 0676,"$ 3,093.36",USD
PRD000677,Fundo de Investimento 0677,"R$ 24,860.50",BRL
PRD000678,Cambio 0678,"R$ 18,068.18",BRL
PRD000679,Previdencia 0679,"R$ 17,251.99",BRL
PRD000680,Titulo de Capitalizacao 0680,$ 377.71,USD
PRD000681,Conta Digital 0681,"R$ 2,849.04",BRL
PRD000682,Cartao de Credito 0682,"R$ 7,544.50",BRL
PRD000683,Emprestimo Pessoal 0683,"R$ 15,380.31",BRL
PRD000684,Financiamento 0684,"$ 3,089.41",USD
PRD000685,Seguro 0685,"R$ 8,972.99",BRL
PRD000686,CDB 0686,"R$ 21,619.80",BRL
PRD000687,Fundo de Investimento 0687,"R$ 16,073.18",BRL
PRD000688,Cambio 0688,"$ 5,996.85",USD
PRD000689,Previdencia 0689,"R$ 15,478.34",BRL
PRD000690,Titulo de Capitalizacao 0690,"R$ 11,121.74",BRL
PRD000691,Conta Digital 0691,"R$ 10,330.44",BRL
PRD000692,Cartao de Credito 0692,"$ 5,948.64",USD
PRD000693,Emprestimo Pessoal 0693,"R$ 3,174.26",BRL
PRD000694,Financiamento 0694,"R$ 10,024.57",BRL
PRD000695,Seguro 0695,"R$ 17,478.39",BRL
PRD000696,CDB 0696,"$ 4,155.70",USD
PRD000697,Fundo de Investimento 0697,"R$ 22,818.57",BRL
PRD000698,Cambio 0698,"R$ 9,650.61",BRL
PRD000699,Previdencia 0699,"R$ 2,722.09",BRL
PRD000700,Titulo de Capitalizacao 0700,"$ 2,548.59",USD
PRD000701,Conta Digital 0701,"R$ 12,348.38",BRL
PRD000702,Cartao de Credito 0702,"R$ 14,422.59",BRL
PRD000703,Emprestimo Pessoal 0703,"R$ 14,027.63",BRL
PRD000704,Financiamento 0704,$ 427.53,USD
PRD000705,Seguro 0705,"R$ 10,864.22",BRL
PRD000706,CDB 0706,"R$ 16,579.27",BRL
PRD000707,Fundo de Investimento 0707,"R$ 22,365.25",BRL
PRD000708,Cambio 0708,"$ 3,470.44",USD
PRD000709,Previdencia 0709,"R$ 17,912.40",BRL
PRD000710,Titulo de Capitalizacao 0710,"R$ 8,937.36",BRL
PRD000711,Conta Digital 0711,"R$ 14,308.86",BRL
PRD000712,Cartao de Credito 0712,"$ 3,064.71",USD
PRD000713,Emprestimo Pessoal 0713,"R$ 8,008.62",BRL
PRD000714,Financiamento 0714,"R$ 1,898.68",BRL
PRD000715,Seguro 0715,"R$ 20,315.91",BRL
PRD000716,CDB 0716,"$ 5,997.08",USD
PRD000717,Fundo de Investimento 0717,"R$ 23,519.97",BRL
PRD000718,Cambio 0718,"R$ 7,936.81",BRL
PRD000719,Previdencia 0719,"R$ 19,199.15",BRL
PRD000720,Titulo de Capitalizacao 0720,$ 92.74,USD
PRD000721,Conta Digital 0721,"R$ 9,855.90",BRL
PRD000722,Cartao de Credito 0722,"R$ 19,653.17",BRL
PRD000723,Emprestimo Pessoal 0723,"R$ 16,352.85",BRL
PRD000724,Financiamento 0724,"$ 6,050.73",USD
PRD000725,Seguro 0725,"R$ 24,003.41",BRL
PRD000726,CDB 0726,"R$ 10,108.14",BRL
PRD000727,Fundo de Investimento 0727,"R$ 18,030.10",BRL
PRD000728,Cambio 0728,"$ 6,405.72",USD
PRD000729,Previdencia 0729,"R$ 20,395.13",BRL
PRD000730,Titulo de Capitalizacao 0730,"R$ 2,977.39",BRL
PRD000731,Conta Digital 0731,"R$ 4,742.52",BRL
PRD000732,Cartao de Credito 0732,"$ 3,431.73",USD
PRD000733,Emprestimo Pessoal 0733,"R$ 11,958.52",BRL
PRD000734,Financiamento 0734,"R$ 2,728.11",BRL
PRD000735,Seguro 0735,"R$ 10,326.27",BRL
PRD000736,CDB 0736,"$ 3,413.10",USD
PRD000737,Fundo de Investimento 0737,"R$ 7,033.44",BRL
PRD000738,Cambio 0738,"R$ 15,018.80",BRL
PRD000739,Previdencia 0739,"R$ 10,205.39",BRL
PRD000740,Titulo de Capitalizacao 0740,"$ 5,013.42",USD
PRD000741,Conta Digital 0741,"R$ 14,359.07",BRL
PRD000742,Cartao de Credito 0742,"R$ 1,819.43",BRL
PRD000743,Emprestimo Pessoal 0743,"R$ 8,847.61",BRL
PRD000744,Financiamento 0744,"$ 4,860.61",USD
PRD000745,Seguro 0745,"R$ 18,100.50",BRL
PRD000746,CDB 0746,"R$ 12,678.60",BRL
PRD000747,Fundo de Investimento 0747,"R$ 21,994.83",BRL
PRD000748,Cambio 0748,"$ 6,666.69",USD
PRD000749,Previdencia 0749,"R$ 3,310.12",BRL
PRD000750,Titulo de Capitalizacao 0750,"R$ 2,633.22",BRL
PRD000751,Conta Digital 0751,"R$ 14,760.88",BRL
PRD000752,Cartao de Credito 0752,"$ 5,209.82",USD
PRD000753,Emprestimo Pessoal 0753,"R$ 3,178.28",BRL
PRD000754,Financiamento 0754,"R$ 5,658.83",BRL
PRD000755,Seguro 0755,"R$ 17,998.34",BRL
PRD000756,CDB 0756,"$ 4,238.94",USD
PRD000757,Fundo de Investimento 0757,"R$ 3,232.95",BRL
PRD000758,Cambio 0758,"R$ 6,816.23",BRL
PRD000759,Previdencia 0759,"R$ 5,057.18",BRL
PRD000760,Titulo de Capitalizacao 0760,$ 594.71,USD
PRD000761,Conta Digital 0761,"R$ 1,202.68",BRL
PRD000762,Cartao de Credito 0762,"R$ 15,192.80",BRL
PRD000763,Emprestimo Pessoal 0763,"R$ 15,863.77",BRL
PRD000764,Financiamento 0764,"$ 1,318.54",USD
PRD000765,Seguro 0765,"R$ 5,989.62",BRL
PRD000766,CDB 0766,"R$ 9,727.61",BRL
PRD000767,Fundo de Investimento 0767,"R$ 10,703.96",BRL
PRD000768,Cambio 0768,"$ 2,996.48",USD
PRD000769,Previdencia 0769,"R$ 1,769.04",BRL
PRD000770,Titulo de Capitalizacao 0770,"R$ 14,588.19",BRL
PRD000771,Conta Digital 0771,"R$ 7,925.98",BRL
PRD000772,Cartao de Credito 0772,"$ 4,611.36",USD
PRD000773,Emprestimo Pessoal 0773,"R$ 23,252.20",BRL
PRD000774,Financiamento 0774,"R$ 3,502.87",BRL
PRD000775,Seguro 0775,"R$ 6,074.33",BRL
PRD000776,CDB 0776,"$ 3,293.66",USD
PRD000777,Fundo de Investimento 0777,"R$ 16,168.94",BRL
PRD000778,Cambio 0778,"R$ 15,072.41",BRL
PRD000779,Previdencia 0779,"R$ 4,378.72",BRL
PRD000780,Titulo de Capitalizacao 0780,"$ 3,365.68",USD
PRD000781,Conta Digital 0781,"R$ 6,649.57",BRL
PRD000782,Cartao de Credito 0782,"R$ 21,123.53",BRL
PRD000783,Emprestimo Pessoal 0783,"R$ 21,153.00",BRL
PRD000784,Financiamento 0784,"$ 2,565.99",USD
PRD000785,Seguro 0785,"R$ 24,870.26",BRL
PRD000786,CDB 0786,R$ 805.15,BRL
PRD000787,Fundo de Investimento 0787,"R$ 20,374.58",BRL
PRD000788,Cambio 0788,"$ 6,032.73",USD
PRD000789,Previdencia 0789,"R$ 1,262.15",BRL
PRD000790,Titulo de Capitalizacao 0790,"R$ 22,139.85",BRL
PRD000791,Conta Digital 0791,"R$ 12,037.79",BRL
PRD000792,Cartao de Credito 0792,"$ 1,527.92",USD
PRD000793,Emprestimo Pessoal 0793,"R$ 21,239.79",BRL
PRD000794,Financiamento 0794,"R$ 14,703.79",BRL
PRD000795,Seguro 0795,"R$ 7,997.48",BRL
PRD000796,CDB 0796,"$ 6,398.54",USD
PRD000797,Fundo de Investimento 0797,R$ 538.94,BRL
PRD000798,Cambio 0798,"R$ 4,820.35",BRL
PRD000799,Previdencia 0799,"R$ 13,033.88",BRL
PRD000800,Titulo de Capitalizacao 0800,"$ 4,771.86",USD
PRD000801,Conta Digital 0801,"R$ 13,312.06",BRL
PRD000802,Cartao de Credito 0802,"R$ 20,648.55",BRL
PRD000803,Emprestimo Pessoal 0803,R$ 324.24,BRL
PRD000804,Financiamento 0804,$ 305.13,USD
PRD000805,Seguro 0805,"R$ 19,586.76",BRL
PRD000806,CDB 0806,"R$ 22,729.50",BRL
PRD000807,Fundo de Investimento 0807,"R$ 9,670.76",BRL
PRD000808,Cambio 0808,"$ 6,519.54",USD
PRD000809,Previdencia 0809,"R$ 13,809.55",BRL
PRD000810,Titulo de Capitalizacao 0810,"R$ 4,503.05",BRL
PRD000811,Conta Digital 0811,"R$ 19,382.60",BRL
PRD000812,Cartao de Credito 0812,"$ 4,450.96",USD
PRD000813,Emprestimo Pessoal 0813,"R$ 19,867.93",BRL
PRD000814,Financiamento 0814,"R$ 18,360.07",BRL
PRD000815,Seguro 0815,"R$ 5,511.73",BRL
PRD000816,CDB 0816,$ 63.06,USD
PRD000817,Fundo de Investimento 0817,R$ 815.63,BRL
PRD000818,Cambio 0818,"R$ 12,209.08",BRL
PRD000819,Previdencia 0819,"R$ 3,039.01",BRL
PRD000820,Titulo de Capitalizacao 0820,"$ 7,163.49",USD
PRD000821,Conta Digital 0821,"R$ 10,267.11",BRL
PRD000822,Cartao de Credito 0822,"R$ 18,220.77",BRL
PRD000823,Emprestimo Pessoal 0823,"R$ 20,483.01",BRL
PRD000824,Financiamento 0824,"$ 4,080.30",USD
PRD000825,Seguro 0825,"R$ 14,466.56",BRL
PRD000826,CDB 0826,"R$ 7,739.89",BRL
PRD000827,Fundo de Investimento 0827,"R$ 20,400.07",BRL
PRD000828,Cambio 0828,$ 373.25,USD
PRD000829,Previdencia 0829,"R$ 19,052.33",BRL
PRD000830,Titulo de Capitalizacao 0830,"R$ 18,762.91",BRL
PRD000831,Conta Digital 0831,"R$ 1,981.53",BRL
PRD000832,Cartao de Credito 0832,"$ 4,274.34",USD
PRD000833,Emprestimo Pessoal 0833,"R$ 5,902.23",BRL
PRD000834,Financiamento 0834,"R$ 4,783.21",BRL
PRD000835,Seguro 0835,"R$ 4,146.86",BRL
PRD000836,CDB 0836,"$ 1,310.17",USD
PRD000837,Fundo de Investimento 0837,"R$ 9,530.91",BRL
PRD000838,Cambio 0838,"R$ 12,053.90",BRL
PRD000839,Previdencia 0839,"R$ 8,971.23",BRL
PRD000840,Titulo de Capitalizacao 0840,"$ 1,268.98",USD
PRD000841,Conta Digital 0841,"R$ 1,923.19",BRL
PRD000842,Cartao de Credito 0842,"R$ 12,779.99",BRL
PRD000843,Emprestimo Pessoal 0843,"R$ 17,752.63",BRL
PRD000844,Financiamento 0844,"$ 2,799.53",USD
PRD000845,Seguro 0845,"R$ 17,928.39",BRL
PRD000846,CDB 0846,"R$ 1,903.94",BRL
PRD000847,Fundo de Investimento 0847,R$ 530.22,BRL
PRD000848,Cambio 0848,"$ 3,651.57",USD
PRD000849,Previdencia 0849,"R$ 4,003.05",BRL
PRD000850,Titulo de Capitalizacao 0850,"R$ 15,299.08",BRL
PRD000851,Conta Digital 0851,"R$ 19,220.14",BRL
PRD000852,Cartao de Credito 0852,"$ 7,194.40",USD
PRD000853,Emprestimo Pessoal 0853,"R$ 3,894.74",BRL
PRD000854,Financiamento 0854,"R$ 16,671.51",BRL
PRD000855,Seguro 0855,"R$ 18,540.52",BRL
PRD000856,CDB 0856,"$ 5,565.28",USD
PRD000857,Fundo de Investimento 0857,"R$ 21,342.02",BRL
PRD000858,Cambio 0858,"R$ 11,330.97",BRL
PRD000859,Previdencia 0859,"R$ 22,952.03",BRL
PRD000860,Titulo de Capitalizacao 0860,$ 84.57,USD
PRD000861,Conta Digital 0861,"R$ 21,439.81",BRL
PRD000862,Cartao de Credito 0862,R$ 847.94,BRL
PRD000863,Emprestimo Pessoal 0863,"R$ 19,764.38",BRL
PRD000864,Financiamento 0864,"$ 5,034.71",USD
PRD000865,Seguro 0865,R$ 376.57,BRL
PRD000866,CDB 0866,"R$ 16,747.66",BRL
PRD000867,Fundo de Investimento 0867,"R$ 6,155.88",BRL
PRD000868,Cambio 0868,"$ 5,025.99",USD
PRD000869,Previdencia 0869,"R$ 3,731.54",BRL
PRD000870,Titulo de Capitalizacao 0870,"R$ 18,495.85",BRL
PRD000871,Conta Digital 0871,"R$ 12,204.76",BRL
PRD000872,Cartao de Credito 0872,"$ 6,031.10",USD
PRD000873,Emprestimo Pessoal 0873,"R$ 12,327.10",BRL
PRD000874,Financiamento 0874,"R$ 22,393.40",BRL
PRD000875,Seguro 0875,"R$ 8,464.41",BRL
PRD000876,CDB 0876,"$ 4,460.99",USD
PRD000877,Fundo de Investimento 0877,"R$ 18,488.32",BRL
PRD000878,Cambio 0878,"R$ 21,211.94",BRL
PRD000879,Previdencia 0879,"R$ 1,753.13",BRL
PRD000880,Titulo de Capitalizacao 0880,"$ 5,104.68",USD
PRD000881,Conta Digital 0881,"R$ 14,563.94",BRL
PRD000882,Cartao de Credito 0882,"R$ 4,583.93",BRL
PRD000883,Emprestimo Pessoal 0883,"R$ 20,021.56",BRL
PRD000884,Financiamento 0884,"$ 5,393.59",USD
PRD000885,Seguro 0885,"R$ 16,277.90",BRL
PRD000886,CDB 0886,"R$ 5,543.45",BRL
PRD000887,Fundo de Investimento 0887,"R$ 23,820.96",BRL
PRD000888,Cambio 0888,"$ 2,711.41",USD
PRD000889,Previdencia 0889,"R$ 24,185.12",BRL
PRD000890,Titulo de Capitalizacao 0890,"R$ 10,357.96",BRL
PRD000891,Conta Digital 0891,"R$ 22,295.63",BRL
PRD000892,Cartao de Credito 0892,"$ 4,816.05",USD
PRD000893,Emprestimo Pessoal 0893,"R$ 15,340.96",BRL
PRD000894,Financiamento 0894,"R$ 15,635.95",BRL
PRD000895,Seguro 0895,"R$ 8,300.66",BRL
PRD000896,CDB 0896,$ 465.01,USD
PRD000897,Fundo de Investimento 0897,"R$ 5,722.80",BRL
PRD000898,Cambio 0898,"R$ 20,500.87",BRL
PRD000899,Previdencia 0899,"R$ 13,588.52",BRL
