ID_Transacao,ID_Produto,ID_Cliente,Data_Transacao,Canal_Compra
TRX00002289,PRD000161,CLI000704,14/12/2024,Agencia
TRX00002290,PRD001459,CLI000664,16/05/2026,Agencia
TRX00002291,PRD000354,CLI000959,27/05/2017,Agencia
TRX00002292,PRD000295,CLI000295,20/03/2024,App
TRX00002293,PRD000625,CLI000371,07/04/2026,Agencia
TRX00002294,PRD000545,CLI000042,22/10/2015,App
TRX00002295,PRD000267,CLI000431,28/09/2019,App
TRX00002296,PRD000902,CLI000876,03/11/2023,App
TRX00002297,PRD001935,CLI000262,05/10/2025,Agencia
TRX00002298,PRD000595,CLI000389,15/11/2022,App
TRX00002299,PRD001101,CLI000837,11/12/2021,Agencia
TRX00002300,PRD001043,CLI000234,08/09/2025,App
TRX00002301,PRD000956,CLI000956,21/07/2024,App
TRX00002302,PRD000040,CLI000302,20/09/2025,App
TRX00002303,PRD000267,CLI000216,19/04/2025,App
TRX00002304,PRD000591,CLI000591,09/02/2026,Agencia
TRX00002305,PRD000807,CLI000140,13/01/2014,App
TRX00002306,PRD000033,CLI000122,27/09/2019,App
TRX00002307,PRD001581,CLI000900,31/07/2018,App
TRX00002308,PRD001474,CLI000474,27/06/2026,App
TRX00002309,PRD001334,CLI000993,18/05/2018,Agencia
TRX00002310,PRD001141,CLI000141,09/08/2026,Agencia
TRX00002311,PRD001799,CLI000695,01/02/2023,App
TRX00002312,PRD001427,CLI000745,10/02/2021,App
TRX00002313,PRD001068,CLI000638,30/10/2024,App
TRX00002314,PRD001172,CLI000114,08/09/2014,Agencia
TRX00002315,PRD001643,CLI000290,12/01/2025,App
TRX00002316,PRD000853,CLI000853,11/02/2022,Agencia
TRX00002317,PRD001679,CLI000506,22/01/2025,App
TRX00002318,PRD000293,CLI000543,03/02/2024,Agencia
TRX00002319,PRD000196,CLI000745,06/08/2023,App
TRX00002320,PRD000976,CLI000372,26/06/2026,App
TRX00002321,PRD002000,CLI000724,20/03/2021,Agencia
TRX00002322,PRD000566,CLI000090,13/05/2015,App
TRX00002323,PRD000590,CLI000659,16/07/2026,App
TRX00002324,PRD001155,CLI000357,28/02/2026,App
TRX00002325,PRD001671,CLI000671,30/12/2014,App
TRX00002326,PRD000419,CLI000430,26/01/2023,App
TRX00002327,PRD001740,CLI000695,31/01/2024,App
TRX00002328,PRD001802,CLI000952,03/04/2018,App
TRX00002329,PRD001456,CLI000036,29/12/2024,App
TRX00002330,PRD001675,CLI000675,25/06/2025,App
TRX00002331,PRD000280,CLI000280,23/12/2013,App
TRX00002332,PRD000938,CLI000881,14/02/2017,Agencia
TRX00002333,PRD001519,CLI000653,25/07/2018,App
TRX00002334,PRD001389,CLI000135,26/10/2019,App
TRX00002335,PRD000037,CLI000851,21/07/2026,App
TRX00002336,PRD001259,CLI000259,24/04/2017,Agencia
TRX00002337,PRD000796,CLI000738,22/10/2024,Agencia
TRX00002338,PRD001528,CLI000844,29/01/2018,Agencia
TRX00002339,PRD000490,CLI000721,05/12/2024,App
TRX00002340,PRD000465,CLI000206,22/05/2022,Agencia
TRX00002341,PRD001105,CLI000097,20/03/2020,App
TRX00002342,PRD001910,CLI000248,11/03/2018,App
TRX00002343,PRD001729,CLI000670,13/10/2021,App
TRX00002344,PRD000521,CLI000436,26/07/2026,App
TRX00002345,PRD001882,CLI000971,03/06/2025,Agencia
TRX00002346,PRD000320,CLI000081,26/11/2025,App
TRX00002347,PRD000191,CLI000575,14/10/2025,App
TRX00002348,PRD000214,CLI000486,06/10/2021,App
TRX00002349,PRD000824,CLI000563,11/12/2016,App
TRX00002350,PRD000309,CLI000908,03/02/2022,App
TRX00002351,PRD001633,CLI000149,21/10/2012,App
TRX00002352,PRD000174,CLI000818,14/04/2019,App
TRX00002353,PRD001820,CLI000044,05/06/2025,App
TRX00002354,PRD000124,CLI000097,08/10/2013,App
TRX00002355,PRD001649,CLI000759,03/04/2024,Agencia
TRX00002356,PRD000947,CLI000703,05/07/2026,Agencia
TRX00002357,PRD000628,CLI000628,29/12/2022,App
TRX00002358,PRD000005,CLI000698,16/08/2022,Agencia
TRX00002359,PRD001882,CLI000621,17/10/2024,Agencia
TRX00002360,PRD000128,CLI000782,23/05/2026,App
TRX00002361,PRD000555,CLI000555,11/08/2024,Agencia
TRX00002362,PRD000412,CLI000986,20/08/2024,Agencia
TRX00002363,PRD000019,CLI000056,05/02/2024,App
TRX00002364,PRD001530,CLI000638,22/06/2026,App
TRX00002365,PRD001018,CLI000084,26/01/2026,App
TRX00002366,PRD001006,CLI000481,04/05/2026,App
TRX00002367,PRD001648,CLI000648,03/07/2022,App
TRX00002368,PRD000165,CLI000165,22/01/2025,App
TRX00002369,PRD001037,CLI000936,14/05/2026,Agencia
TRX00002370,PRD001504,CLI000340,28/07/2022,Agencia
TRX00002371,PRD001334,CLI000783,07/03/2020,App
TRX00002372,PRD000546,CLI000738,26/05/2025,App
TRX00002373,PRD001090,CLI000949,05/05/2026,App
TRX00002374,PRD000251,CLI000949,11/04/2026,App
TRX00002375,PRD000227,CLI000579,21/01/2026,Agencia
TRX00002376,PRD001071,CLI000822,08/06/2018,App
TRX00002377,PRD001743,CLI000819,08/05/2022,App
TRX00002378,PRD000114,CLI000616,19/06/2026,Agencia
TRX00002379,PRD001648,CLI000460,01/03/2020,App
TRX00002380,PRD001583,CLI000190,12/04/2011,App
TRX00002381,PRD001708,CLI000708,29/05/2026,Agencia
TRX00002382,PRD000630,CLI000881,11/07/2017,App
TRX00002383,PRD001659,CLI000158,14/01/2016,App
TRX00002384,PRD000267,CLI000891,13/11/2023,Agencia
TRX00002385,PRD001644,CLI000358,30/04/2023,App
TRX00002386,PRD001592,CLI000592,22/12/2024,App
TRX00002387,PRD001380,CLI000380,06/09/2019,App
TRX00002388,PRD001642,CLI000731,12/12/2021,Agencia
TRX00002389,PRD001075,CLI000075,19/05/2026,Agencia
TRX00002390,PRD000339,CLI000175,31/08/2024,Agencia
TRX00002391,PRD001194,CLI000249,23/04/2020,App
TRX00002392,PRD001651,CLI000277,08/03/2024,App
TRX00002393,PRD000365,CLI000243,14/03/2025,App
TRX00002394,PRD000673,CLI000226,15/03/2024,App
TRX00002395,PRD001990,CLI000394,13/09/2023,App
TRX00002396,PRD001735,CLI000136,17/10/2022,Agencia
TRX00002397,PRD000136,CLI000134,25/09/2023,App
TRX00002398,PRD000050,CLI000553,07/02/2019,App
TRX00002399,PRD001358,CLI000358,25/03/2022,App
TRX00002400,PRD000702,CLI000175,04/09/2024,App
TRX00002401,PRD001187,CLI000375,22/12/2022,App
TRX00002402,PRD001949,CLI000587,28/08/2015,App
TRX00002403,PRD001485,CLI000438,19/12/2017,App
TRX00002404,PRD001414,CLI000856,30/11/2017,App
TRX00002405,PRD000502,CLI000502,05/01/2025,App
TRX00002406,PRD000092,CLI000057,29/04/2020,App
TRX00002407,PRD001243,CLI000476,30/03/2023,App
TRX00002408,PRD001608,CLI000987,18/07/2019,Agencia
TRX00002409,PRD000660,CLI000718,18/12/2017,App
TRX00002410,PRD001277,CLI000596,08/01/2025,App
TRX00002411,PRD001944,CLI000283,25/09/2020,App
TRX00002412,PRD000173,CLI000504,18/08/2025,App
TRX00002413,PRD000281,CLI000999,11/10/2017,App
TRX00002414,PRD001618,CLI000618,04/04/2023,Agencia
TRX00002415,PRD000875,CLI000911,11/05/2026,Agencia
TRX00002416,PRD000782,CLI000360,09/08/2016,App
TRX00002417,PRD000491,CLI000967,21/02/2023,App
TRX00002418,PRD001516,CLI000516,30/08/2016,App
TRX00002419,PRD001699,CLI000328,14/10/2025,App
TRX00002420,PRD000580,CLI000580,25/05/2022,Agencia
TRX00002421,PRD001025,CLI000043,30/04/2020,Agencia
TRX00002422,PRD000975,CLI000290,05/05/2023,Agencia
TRX00002423,PRD001204,CLI000857,11/08/2026,App
TRX00002424,PRD000473,CLI000473,07/05/2024,App
TRX00002425,PRD001006,CLI000006,02/06/2026,App
TRX00002426,PRD000024,CLI000949,20/08/2026,App
TRX00002427,PRD001171,CLI000893,09/12/2024,App
TRX00002428,PRD000465,CLI000688,28/01/2013,App
TRX00002429,PRD000801,CLI000106,06/06/2021,App
TRX00002430,PRD000183,CLI000734,27/11/2025,App
TRX00002431,PRD000736,CLI000480,31/03/2025,App
TRX00002432,PRD000968,CLI000638,21/06/2026,Agencia
TRX00002433,PRD001117,CLI000931,18/05/2017,App
TRX00002434,PRD001701,CLI000738,18/05/2024,Agencia
TRX00002435,PRD000202,CLI000140,18/09/2021,App
TRX00002436,PRD001010,CLI000010,06/08/2026,App
TRX00002437,PRD001891,CLI000445,14/08/2026,App
TRX00002438,PRD000499,CLI000705,22/03/2022,Agencia
TRX00002439,PRD001615,CLI000917,30/07/2025,App
TRX00002440,PRD001992,CLI000793,17/06/2026,Agencia
TRX00002441,PRD000059,CLI000764,08/01/2023,App
TRX00002442,PRD000230,CLI000447,05/01/2022,Agencia
TRX00002443,PRD001789,CLI000302,14/12/2022,Agencia
TRX00002444,PRD001841,CLI000912,21/01/2016,App
TRX00002445,PRD000744,CLI000686,06/09/2022,Agencia
TRX00002446,PRD000234,CLI000234,02/03/2024,App
TRX00002447,PRD001131,CLI000692,05/10/2023,Agencia
TRX00002448,PRD000736,CLI000650,03/02/2025,App
TRX00002449,PRD001101,CLI000342,28/10/2021,Agencia
TRX00002450,PRD001731,CLI000781,29/07/2014,App
TRX00002451,PRD000773,CLI000092,22/08/2019,App
TRX00002452,PRD001112,CLI000892,12/10/2021,App
TRX00002453,PRD001286,CLI000776,17/04/2010,App
TRX00002454,PRD000705,CLI000994,06/11/2021,App
TRX00002455,PRD000327,CLI000365,05/01/2026,App
TRX00002456,PRD001370,CLI000270,29/03/2026,App
TRX00002457,PRD001612,CLI000543,16/11/2020,Agencia
TRX00002458,PRD000801,CLI000156,22/04/2017,App
TRX00002459,PRD001408,CLI000408,02/10/2023,App
TRX00002460,PRD001285,CLI000935,15/02/2015,App
TRX00002461,PRD000421,CLI000421,29/07/2018,App
TRX00002462,PRD000806,CLI000872,19/01/2013,App
TRX00002463,PRD001701,CLI000701,04/09/2025,App
TRX00002464,PRD000610,CLI000348,22/04/2021,App
TRX00002465,PRD001095,CLI000962,16/08/2022,App
TRX00002466,PRD000929,CLI000579,15/07/2026,Agencia
TRX00002467,PRD001970,CLI000683,09/04/2026,App
TRX00002468,PRD001884,CLI000523,11/03/2019,Agencia
TRX00002469,PRD000551,CLI000551,04/07/2024,App
TRX00002470,PRD000715,CLI000516,12/04/2023,App
TRX00002471,PRD000668,CLI000103,21/06/2020,Agencia
TRX00002472,PRD001338,CLI000347,28/10/2025,App
TRX00002473,PRD001408,CLI000341,16/06/2015,App
TRX00002474,PRD000476,CLI000840,22/12/2023,App
TRX00002475,PRD000737,CLI000675,07/10/2016,Agencia
TRX00002476,PRD001247,CLI000178,20/05/2018,App
TRX00002477,PRD001975,CLI000820,02/03/2025,App
TRX00002478,PRD000606,CLI000194,22/09/2025,App
TRX00002479,PRD000910,CLI000748,12/03/2026,Agencia
TRX00002480,PRD000452,CLI000452,09/07/2022,App
TRX00002481,PRD000247,CLI000518,13/07/2017,Agencia
TRX00002482,PRD000884,CLI000804,19/06/2025,App
TRX00002483,PRD001016,CLI000422,03/04/2020,App
TRX00002484,PRD000202,CLI000737,09/03/2019,App
TRX00002485,PRD000847,CLI000367,14/12/2025,App
TRX00002486,PRD000206,CLI000206,26/07/2022,Agencia
TRX00002487,PRD000555,CLI000605,15/01/2026,App
TRX00002488,PRD000346,CLI000753,19/05/2015,App
TRX00002489,PRD001516,CLI000186,03/07/2014,App
TRX00002490,PRD001921,CLI000157,11/07/2025,App
TRX00002491,PRD001135,CLI000016,25/09/2017,App
TRX00002492,PRD001800,CLI000800,27/01/2022,App
TRX00002493,PRD001368,CLI000319,10/02/2023,App
TRX00002494,PRD000460,CLI000552,12/09/2022,App
TRX00002495,PRD001696,CLI000696,20/11/2025,Agencia
TRX00002496,PRD001905,CLI000905,27/01/2026,App
TRX00002497,PRD000565,CLI000627,27/12/2025,App
TRX00002498,PRD000750,CLI000596,18/02/2026,App
TRX00002499,PRD000133,CLI000359,22/11/2020,App
TRX00002500,PRD001213,CLI000416,28/09/2024,Agencia
TRX00002501,PRD000392,CLI000892,14/10/2019,App
TRX00002502,PRD000729,CLI000770,17/12/2020,App
TRX00002503,PRD000609,CLI000917,02/05/2025,Agencia
TRX00002504,PRD001441,CLI000441,24/07/2026,Agencia
TRX00002505,PRD001203,CLI000456,28/05/2025,App
TRX00002506,PRD000737,CLI000737,07/07/2023,Agencia
TRX00002507,PRD001528,CLI000563,17/04/2024,App
TRX00002508,PRD000426,CLI000730,05/12/2022,App
TRX00002509,PRD001553,CLI000785,01/08/2024,App
TRX00002510,PRD000826,CLI000697,19/09/2017,App
TRX00002511,PRD000871,CLI000871,21/02/2017,Agencia
TRX00002512,PRD000207,CLI000211,06/11/2021,Agencia
TRX00002513,PRD000480,CLI000138,30/04/2026,Agencia
TRX00002514,PRD000506,CLI000795,23/04/2017,App
TRX00002515,PRD000789,CLI000372,18/02/2022,App
TRX00002516,PRD000945,CLI000909,16/10/2023,Agencia
TRX00002517,PRD001297,CLI000601,05/03/2025,App
TRX00002518,PRD001816,CLI000308,20/11/2017,App
TRX00002519,PRD000723,CLI000141,18/06/2026,App
TRX00002520,PRD000531,CLI000531,06/04/2020,Agencia
TRX00002521,PRD000217,CLI000695,17/04/2025,App
TRX00002522,PRD000337,CLI000806,07/04/2026,App
TRX00002523,PRD001064,CLI000064,15/07/2020,Agencia
TRX00002524,PRD000490,CLI000853,11/03/2015,App
TRX00002525,PRD000005,CLI000569,27/10/2024,Agencia
TRX00002526,PRD001995,CLI000995,19/03/2026,App
TRX00002527,PRD001396,CLI000446,30/12/2017,App
TRX00002528,PRD001418,CLI000146,19/11/2017,App
TRX00002529,PRD001553,CLI000738,11/03/2022,App
TRX00002530,PRD001826,CLI000800,02/06/2025,App
TRX00002531,PRD001635,CLI000044,24/07/2025,App
TRX00002532,PRD000346,CLI000346,17/08/2017,Agencia
TRX00002533,PRD000900,CLI000790,28/03/2021,App
TRX00002534,PRD000739,CLI000735,07/05/2020,Agencia
TRX00002535,PRD001747,CLI000421,10/08/2016,App
TRX00002536,PRD000868,CLI000187,01/06/2025,App
TRX00002537,PRD000127,CLI000127,18/02/2016,Agencia
TRX00002538,PRD000061,CLI000928,30/10/2024,Agencia
TRX00002539,PRD001261,CLI000384,06/03/2026,App
TRX00002540,PRD000220,CLI000220,20/02/2021,App
TRX00002541,PRD001183,CLI000240,16/03/2018,App
TRX00002542,PRD000432,CLI000215,22/05/2022,Agencia
TRX00002543,PRD001314,CLI000174,08/06/2026,App
TRX00002544,PRD000567,CLI000432,09/10/2024,App
TRX00002545,PRD001744,CLI000341,21/03/2012,Agencia
TRX00002546,PRD000643,CLI000213,08/03/2018,App
TRX00002547,PRD000664,CLI000137,28/03/2023,App
TRX00002548,PRD001696,CLI000257,10/11/2023,App
TRX00002549,PRD001370,CLI000942,02/07/2021,App
TRX00002550,PRD001228,CLI000376,06/07/2026,App
TRX00002551,PRD001596,CLI000653,18/03/2019,App
TRX00002552,PRD000407,CLI000797,30/06/2022,App
TRX00002553,PRD001671,CLI000504,31/10/2023,App
TRX00002554,PRD000719,CLI000216,11/11/2025,Agencia
TRX00002555,PRD001208,CLI000730,29/11/2016,App
TRX00002556,PRD001046,CLI000796,24/10/2015,App
TRX00002557,PRD000558,CLI000409,31/05/2024,App
TRX00002558,PRD001193,CLI000997,17/05/2017,App
TRX00002559,PRD001627,CLI000177,30/04/2015,App
TRX00002560,PRD000200,CLI000016,15/03/2017,App
TRX00002561,PRD001055,CLI000055,30/07/2024,Agencia
TRX00002562,PRD001951,CLI000676,31/08/2020,App
TRX00002563,PRD000403,CLI000022,10/06/2026,App
TRX00002564,PRD001024,CLI000880,11/12/2013,App
TRX00002565,PRD001671,CLI000355,23/05/2020,Agencia
TRX00002566,PRD001717,CLI000717,28/04/2026,App
TRX00002567,PRD000243,CLI000112,02/08/2015,Agencia
TRX00002568,PRD001377,CLI000377,02/04/2025,Agencia
TRX00002569,PRD000005,CLI000183,07/04/2017,App
TRX00002570,PRD000674,CLI000636,23/02/2023,Agencia
TRX00002571,PRD001819,CLI000658,06/01/2022,Agencia
TRX00002572,PRD001727,CLI000047,25/02/2026,App
TRX00002573,PRD000005,CLI000962,17/11/2025,Agencia
TRX00002574,PRD000691,CLI000574,15/01/2026,Agencia
TRX00002575,PRD001054,CLI000178,23/02/2026,Agencia
TRX00002576,PRD001686,CLI000567,26/08/2022,Agencia
TRX00002577,PRD001624,CLI000613,25/04/2026,Agencia
TRX00002578,PRD000840,CLI000335,24/03/2024,App
TRX00002579,PRD000158,CLI000824,09/06/2021,App
TRX00002580,PRD001023,CLI000023,09/08/2026,Agencia
TRX00002581,PRD001904,CLI000619,01/06/2016,Agencia
TRX00002582,PRD000084,CLI000016,30/07/2019,Agencia
TRX00002583,PRD001005,CLI000005,15/02/2025,App
TRX00002584,PRD001009,CLI000009,06/02/2022,Agencia
TRX00002585,PRD000064,CLI000064,22/02/2025,App
TRX00002586,PRD001549,CLI000918,31/10/2024,App
TRX00002587,PRD000956,CLI000227,18/05/2024,Agencia
TRX00002588,PRD001405,CLI000729,25/07/2019,App
TRX00002589,PRD000136,CLI000933,30/06/2021,App
TRX00002590,PRD001272,CLI000834,11/09/2022,App
TRX00002591,PRD001227,CLI000407,14/06/2021,Agencia
TRX00002592,PRD001743,CLI000743,19/07/2026,App
TRX00002593,PRD001203,CLI000203,15/11/2021,Agencia
TRX00002594,PRD000370,CLI000370,11/11/2021,App
TRX00002595,PRD000877,CLI000877,04/12/2023,App
TRX00002596,PRD000549,CLI000490,27/10/2025,Agencia
TRX00002597,PRD000721,CLI000022,05/09/2025,App
TRX00002598,PRD000936,CLI000936,25/03/2026,App
TRX00002599,PRD001176,CLI000072,16/03/2025,App
TRX00002600,PRD000358,CLI000314,12/02/2013,App
TRX00002601,PRD000448,CLI000377,13/05/2021,App
TRX00002602,PRD000642,CLI000274,07/11/2022,App
TRX00002603,PRD001104,CLI000201,06/09/2025,App
TRX00002604,PRD000535,CLI001000,23/10/2012,Agencia
TRX00002605,PRD001896,CLI000840,10/03/2017,Agencia
TRX00002606,PRD000815,CLI000147,13/08/2026,App
TRX00002607,PRD000148,CLI000148,25/04/2026,App
TRX00002608,PRD000592,CLI000643,04/03/2025,App
TRX00002609,PRD000644,CLI000175,30/07/2026,App
TRX00002610,PRD000779,CLI000771,21/08/2021,App
TRX00002611,PRD001675,CLI000269,20/09/2025,App
TRX00002612,PRD001702,CLI000083,30/06/2012,App
TRX00002613,PRD000391,CLI000864,06/09/2019,App
TRX00002614,PRD000766,CLI000686,09/07/2022,App
TRX00002615,PRD000353,CLI000495,06/06/2021,Agencia
TRX00002616,PRD001566,CLI000141,13/08/2026,App
TRX00002617,PRD000264,CLI000264,11/07/2017,App
TRX00002618,PRD000572,CLI000572,21/09/2025,App
TRX00002619,PRD001459,CLI000550,08/09/2016,App
TRX00002620,PRD000661,CLI000661,25/10/2024,App
TRX00002621,PRD001510,CLI000510,25/08/2020,Agencia
TRX00002622,PRD000927,CLI000903,13/11/2025,App
TRX00002623,PRD001493,CLI000493,07/04/2026,Agencia
TRX00002624,PRD001099,CLI000750,06/06/2013,Agencia
TRX00002625,PRD000078,CLI000078,12/05/2015,App
TRX00002626,PRD001295,CLI000295,16/03/2019,Agencia
TRX00002627,PRD001871,CLI000438,15/04/2025,App
TRX00002628,PRD001406,CLI000809,28/06/2015,Agencia
TRX00002629,PRD000509,CLI000604,31/08/2023,Agencia
TRX00002630,PRD000519,CLI000519,17/06/2026,App
TRX00002631,PRD000623,CLI000527,07/01/2024,App
TRX00002632,PRD001522,CLI000377,24/07/2026,App
TRX00002633,PRD001449,CLI000713,22/02/2024,Agencia
TRX00002634,PRD000566,CLI000160,19/05/2025,App
TRX00002635,PRD001776,CLI000221,08/04/2023,App
TRX00002636,PRD000023,CLI000638,20/03/2020,App
TRX00002637,PRD000134,CLI000134,26/01/2025,App
TRX00002638,PRD000255,CLI000555,14/10/2024,Agencia
TRX00002639,PRD001962,CLI000654,23/04/2026,App
TRX00002640,PRD001319,CLI000319,11/03/2024,App
TRX00002641,PRD000746,CLI000412,02/02/2012,Agencia
TRX00002642,PRD000186,CLI000875,24/07/2026,App
TRX00002643,PRD000418,CLI000032,21/10/2019,App
TRX00002644,PRD000792,CLI000327,25/06/2025,App
TRX00002645,PRD001817,CLI000374,08/03/2026,Agencia
TRX00002646,PRD001993,CLI000630,30/10/2017,App
TRX00002647,PRD001400,CLI000821,20/07/2026,App
TRX00002648,PRD001418,CLI000418,02/03/2015,Agencia
TRX00002649,PRD000778,CLI000778,03/01/2021,App
TRX00002650,PRD001088,CLI000666,01/01/2019,Agencia
TRX00002651,PRD001727,CLI000333,16/03/2024,App
TRX00002652,PRD001602,CLI000136,11/12/2024,Agencia
TRX00002653,PRD001131,CLI000149,31/01/2024,Agencia
TRX00002654,PRD001007,CLI000244,11/12/2024,App
TRX00002655,PRD001259,CLI000840,05/05/2017,Agencia
TRX00002656,PRD001631,CLI000173,22/12/2024,App
TRX00002657,PRD000608,CLI000535,18/01/2023,App
TRX00002658,PRD001589,CLI000589,21/01/2026,App
TRX00002659,PRD001810,CLI000322,03/02/2021,App
TRX00002660,PRD001653,CLI000925,19/07/2023,App
TRX00002661,PRD000262,CLI000739,30/06/2026,Agencia
TRX00002662,PRD000413,CLI000429,11/05/2023,App
TRX00002663,PRD000253,CLI000382,01/07/2019,Agencia
TRX00002664,PRD001665,CLI000690,11/02/2024,App
TRX00002665,PRD001733,CLI000733,12/04/2015,Agencia
TRX00002666,PRD000678,CLI000913,21/07/2020,Agencia
TRX00002667,PRD001454,CLI000707,08/07/2026,App
TRX00002668,PRD000109,CLI000109,24/09/2022,App
TRX00002669,PRD001500,CLI000491,16/02/2022,Agencia
TRX00002670,PRD001975,CLI000975,28/05/2019,Agencia
TRX00002671,PRD000080,CLI000023,11/08/2026,App
TRX00002672,PRD001255,CLI000558,29/06/2022,App
TRX00002673,PRD001271,CLI000271,18/12/2018,App
TRX00002674,PRD001245,CLI000498,29/03/2021,App
TRX00002675,PRD000072,CLI000072,25/04/2023,App
TRX00002676,PRD000007,CLI000307,19/04/2023,App
TRX00002677,PRD001869,CLI000786,09/02/2018,App
TRX00002678,PRD000941,CLI000998,11/09/2021,Agencia
TRX00002679,PRD001467,CLI000657,19/04/2025,App
TRX00002680,PRD000451,CLI000538,13/05/2026,Agencia
TRX00002681,PRD000101,CLI000789,06/09/2022,App
TRX00002682,PRD000843,CLI000018,20/02/2011,Agencia
TRX00002683,PRD000624,CLI000624,01/02/2018,App
TRX00002684,PRD001413,CLI000966,13/04/2020,App
TRX00002685,PRD001595,CLI000812,04/11/2025,Agencia
TRX00002686,PRD000880,CLI000362,02/03/2022,Agencia
TRX00002687,PRD001897,CLI000537,02/06/2015,App
TRX00002688,PRD001379,CLI000379,06/06/2026,App
TRX00002689,PRD001172,CLI000172,10/01/2026,App
TRX00002690,PRD000825,CLI000239,04/07/2024,App
TRX00002691,PRD001150,CLI000391,26/08/2020,App
TRX00002692,PRD000098,CLI000098,27/04/2017,Agencia
TRX00002693,PRD001236,CLI000236,18/02/2025,App
TRX00002694,PRD001173,CLI000173,26/06/2026,App
TRX00002695,PRD000688,CLI000688,17/04/2014,App
TRX00002696,PRD001969,CLI000969,12/03/2017,App
TRX00002697,PRD001267,CLI000029,01/01/2021,Agencia
TRX00002698,PRD000288,CLI000391,09/01/2025,App
TRX00002699,PRD000305,CLI000268,19/09/2024,App
TRX00002700,PRD000933,CLI000325,22/01/2026,Agencia
TRX00002701,PRD000815,CLI000046,06/09/2022,App
TRX00002702,PRD000516,CLI000669,28/03/2025,App
TRX00002703,PRD001792,CLI000792,17/12/2025,App
TRX00002704,PRD000425,CLI000425,31/10/2014,App
TRX00002705,PRD001576,CLI000838,05/10/2024,App
TRX00002706,PRD000453,CLI000064,22/05/2014,App
TRX00002707,PRD000303,CLI000886,22/09/2025,Agencia
TRX00002708,PRD000780,CLI000515,05/06/2025,App
TRX00002709,PRD000836,CLI000929,17/09/2024,App
TRX00002710,PRD001682,CLI000682,19/11/2018,Agencia
TRX00002711,PRD000603,CLI000984,16/10/2025,App
TRX00002712,PRD001512,CLI000140,16/03/2011,App
TRX00002713,PRD000023,CLI000826,01/05/2024,App
TRX00002714,PRD000042,CLI000521,19/09/2023,Agencia
TRX00002715,PRD001093,CLI000093,15/03/2024,App
TRX00002716,PRD000436,CLI000195,06/01/2021,App
TRX00002717,PRD001103,CLI000263,19/05/2023,App
TRX00002718,PRD000960,CLI000510,31/10/2023,App
TRX00002719,PRD000111,CLI000900,08/02/2019,Agencia
TRX00002720,PRD001585,CLI000110,10/10/2024,App
TRX00002721,PRD000185,CLI000185,11/04/2025,App
TRX00002722,PRD000538,CLI000453,02/06/2023,App
TRX00002723,PRD001777,CLI000038,28/01/2020,Agencia
TRX00002724,PRD000420,CLI000420,23/11/2022,App
TRX00002725,PRD001900,CLI000101,01/01/2026,App
TRX00002726,PRD000278,CLI000502,08/03/2026,Agencia
TRX00002727,PRD000806,CLI000806,06/03/2026,App
TRX00002728,PRD000792,CLI000478,16/04/2025,Agencia
TRX00002729,PRD000257,CLI000869,07/05/2022,App
TRX00002730,PRD000252,CLI000946,28/08/2024,App
TRX00002731,PRD000882,CLI000701,18/05/2021,App
TRX00002732,PRD001393,CLI000393,20/03/2026,App
TRX00002733,PRD000265,CLI000375,13/02/2025,Agencia
TRX00002734,PRD000471,CLI000935,07/12/2024,App
TRX00002735,PRD001325,CLI000882,09/10/2021,App
TRX00002736,PRD001875,CLI000875,25/07/2026,Agencia
TRX00002737,PRD001805,CLI000310,22/09/2020,Agencia
TRX00002738,PRD001846,CLI000825,20/03/2021,App
TRX00002739,PRD000671,CLI000664,11/09/2025,Agencia
TRX00002740,PRD000426,CLI000292,29/01/2026,Agencia
TRX00002741,PRD000227,CLI000557,18/11/2017,App
TRX00002742,PRD001434,CLI000290,20/03/2023,Agencia
TRX00002743,PRD000396,CLI000051,10/08/2024,Agencia
TRX00002744,PRD001956,CLI000448,16/06/2026,App
TRX00002745,PRD000001,CLI000544,18/01/2022,App
TRX00002746,PRD001913,CLI000532,08/05/2026,Agencia
TRX00002747,PRD000719,CLI000984,04/11/2014,App
TRX00002748,PRD000446,CLI000571,17/05/2026,App
TRX00002749,PRD001228,CLI000228,11/06/2023,App
TRX00002750,PRD001422,CLI000184,08/09/2020,App
TRX00002751,PRD000169,CLI000169,26/03/2025,App
TRX00002752,PRD001165,CLI000165,05/07/2024,App
TRX00002753,PRD001755,CLI000847,30/06/2023,App
TRX00002754,PRD001106,CLI000598,04/05/2024,App
TRX00002755,PRD001830,CLI000518,07/12/2022,App
TRX00002756,PRD000238,CLI000189,19/04/2019,App
TRX00002757,PRD001116,CLI000116,29/05/2023,App
TRX00002758,PRD000843,CLI000465,30/03/2019,App
TRX00002759,PRD000889,CLI000799,21/05/2018,App
TRX00002760,PRD001525,CLI000033,30/03/2025,App
TRX00002761,PRD001475,CLI000733,24/03/2025,App
TRX00002762,PRD001331,CLI000797,19/01/2020,App
TRX00002763,PRD001239,CLI000519,29/04/2021,App
TRX00002764,PRD000958,CLI000191,06/05/2026,App
TRX00002765,PRD001262,CLI000261,18/02/2021,App
TRX00002766,PRD000767,CLI000550,06/11/2025,App
TRX00002767,PRD000582,CLI000450,28/10/2015,Agencia
TRX00002768,PRD001714,CLI000898,16/04/2025,Agencia
TRX00002769,PRD001377,CLI000377,25/01/2021,App
TRX00002770,PRD001930,CLI000717,15/03/2021,Agencia
